_num,id,rank,workers,company,url,state_l,state_s,city,metro,growth,revenue,industry,yrs_on_list,revenue_per_employee,growth_category
2988,21003,2988,85,Honey-Can-Do,honey-can-do,Illinois,IL,Berkeley,Chicago,119.8977,38680000.0,Consumer Products & Services,3,455058.82352941175,Low
2989,989,2989,250,Astir IT Solutions,astir-it-solutions,New Jersey,NJ,South Plainfield,New York City,119.8941,26663803.0,IT Services,8,106655.212,Low
2990,3711,2990,227,Atrion Networking,atrion-networking,Rhode Island,RI,Warwick,Providence-New Bedford-Fall River RI-MA,119.8501,84169384.0,IT Services,6,370790.2378854625,Low
2991,19290,2991,62,RAMP,ramp,Massachusetts,MA,Boston,Boston,119.7875,7182533.0,Advertising & Marketing,2,115847.30645161291,Low
2992,2064,2992,50,Signum Group,signum-group,Georgia,GA,Atlanta,Atlanta,119.7747,9085129.0,Business Products & Services,3,181702.58,Low
2993,894,2993,148,Next Tier Concepts,next-tier-concepts,Virginia,VA,Vienna,Washington DC,119.7063,34013909.0,IT Services,6,229823.70945945947,Low
2994,2852,2994,118,Predictive Service,predictive-service,Ohio,OH,Cleveland,Cleveland,119.6789,14176921.0,Business Products & Services,8,120143.39830508475,Low
2995,22420,2995,35,CyberTex,cybertex,Texas,TX,Austin,Austin,119.6033,3566288.0,Education,3,101893.94285714286,Low
2996,25059,2996,15,ExamSoft Worldwide,examsoft-worldwide,Texas,TX,Dallas,Dallas,119.5372,9659139.0,Education,1,643942.6,Low
2997,26055,2997,35,Flooring Solutions,flooring-solutions,Texas,TX,Austin,Austin,119.3691,20306122.0,Construction,1,580174.9142857143,Low
2998,23642,2998,15,Z Brand Group,z-brand-group,Pennsylvania,PA,Pittsburgh,Pittsburgh PA,119.291,3067705.0,Advertising & Marketing,2,204513.66666666666,Low
2999,24141,2999,16,Liberty Technology,liberty-technology,Georgia,GA,Griffin,Atlanta,119.2476,2904816.0,IT Services,2,181551.0,Low
3000,26012,3000,17,RMS Media Group,rms-media-group,Massachusetts,MA,Andover,Boston,119.1897,5951000.0,Media,1,350058.82352941175,Low
3001,25681,3001,3,ARG,arg,Florida,FL,St. Petersburg,Tampa,119.0672,3842814.0,Human Resources,1,1280938.0,Low
3002,19820,3002,84,KBA Docusys,kba-docusys,California,CA,Union City,San Francisco,118.8741,20748094.0,Business Products & Services,4,247001.11904761905,Low
3003,4882,3003,51,Bottom Line Equipment,bottom-line-equipment,Louisiana,LA,St. Rose,New Orleans-Metairie-Kenner LA,118.8637,38898129.0,Construction,6,762708.4117647059,Low
3004,152,3004,145,CPXi,cpxi,New York,NY,New York,New York City,118.8316,111440000.0,Advertising & Marketing,4,768551.724137931,Low
3005,25200,3005,35,Atlantic Partners,atlantic-partners,Florida,FL,Boca Raton,Miami,118.7266,12484551.0,Human Resources,1,356701.45714285714,Low
3006,20177,3006,76,Republica,republica,Florida,FL,Miami,Miami,118.7218,11913237.0,Advertising & Marketing,4,156753.11842105264,Low
3007,19807,3007,2722,Which Wich Superior Sandwiches,which-wich-superior-sandwiches,Texas,TX,Dallas,Dallas,118.7232,11177580.0,Food & Beverage,4,4106.385011021308,Low
3008,25813,3008,19,Trinity Insight,trinity-insight,Pennsylvania,PA,Philadelphia,Philadelphia,118.6744,2123342.0,Advertising & Marketing,1,111754.84210526316,Low
3009,21231,3009,35,JWB Real Estate Capital,jwb-real-estate-capital,Florida,FL,Jacksonville,Jacksonville FL,118.524,9324295.0,Real Estate,3,266408.4285714286,Low
3010,23915,3010,16,Strativity Group,strativity-group,New Jersey,NJ,Hackensack,New York City,118.5089,5891000.0,Business Products & Services,2,368187.5,Low
3011,25573,3011,24,Metro Health,metro-health,Florida,FL,Orlando,Orlando FL,118.4983,6620789.0,Health,1,275866.2083333333,Low
3012,19476,3012,41,BountyJobs,bountyjobs,New York,NY,New York,New York City,118.4424,35344272.0,Human Resources,4,862055.4146341464,Low
3013,18161,3013,1025,Orion Systems Integrators,orion-systems-integrators,New Jersey,NJ,Monmouth Junction,New York City,118.4328,68127000.0,IT Services,5,66465.36585365854,Low
3014,3025,3014,88,Dogtopia,dogtopia,Virginia,VA,Tysons Corner,Washington DC,118.4166,5623900.0,Consumer Products & Services,7,63907.954545454544,Low
3015,1616,3015,628,Stone Brewing,stone-brewing,California,CA,Escondido,San Diego,118.401,136330955.0,Food & Beverage,10,217087.50796178344,Low
3016,26529,3016,22,Substance Over Form,substance-over-form,California,CA,Los Angeles,Los Angeles,118.3546,15139835.0,Consumer Products & Services,1,688174.3181818182,Low
3017,22787,3017,803,Data Dimensions,data-dimensions,Wisconsin,WI,Janesville,Janesville WI,118.3368,48228789.0,Business Products & Services,2,60060.75840597758,Low
3018,23592,3018,70,Saturn Tech,saturn-tech,Michigan,MI,Farmington,Detroit,118.2668,2946119.0,IT Services,2,42087.41428571429,Low
3019,21056,3019,151,PCI Strategic Management,pci-strategic-management,Maryland,MD,Columbia,Baltimore,118.2518,35488463.0,Government Services,3,235022.93377483444,Low
3020,3852,3020,2961,Document Technologies,document-technologies,Georgia,GA,Atlanta,Atlanta,118.2283,257489011.0,Business Products & Services,7,86960.15231340763,Low
3021,25583,3021,21,Foundant Technologies,foundant-technologies,Montana,MT,Bozeman,Bozeman MT,118.1846,2185463.0,Software,1,104069.66666666667,Low
3022,25219,3022,23,HMS Worldwide,hms-worldwide,North Carolina,NC,Cornelius,Charlotte,118.1544,3251818.0,Advertising & Marketing,1,141383.39130434784,Low
3023,24844,3023,18,Five Blocks,five-blocks,New York,NY,New York,New York City,118.1188,2134135.0,Business Products & Services,1,118563.05555555556,Low
3024,24330,3024,60,RKON Technologies,rkon-technologies,Illinois,IL,Chicago,Chicago,118.0577,40495740.0,IT Services,2,674929.0,Low
3025,25826,3025,16,Tasc Performance,tasc-performance,Louisiana,LA,Metairie,New Orleans-Metairie-Kenner LA,117.9151,5441775.0,Consumer Products & Services,1,340110.9375,Low
3026,25756,3026,9,ACT Dental,act-dental,Kansas,KS,Leawood,Kansas City MO-KS,117.905,2259124.0,Health,1,251013.77777777778,Low
3027,25776,3027,110,YourEncore,yourencore,Indiana,IN,Indianapolis,Indianapolis IN,117.8308,57604467.0,Health,1,523676.9727272727,Low
3028,25929,3028,210,Nature's Variety,natures-variety,Missouri,MO,St. Louis,St. Louis MO-IL,117.7358,95805461.0,Consumer Products & Services,1,456216.4809523809,Low
3029,21762,3029,174,Linktech Worldwide,linktech-worldwide,California,CA,Beverly Hills,Los Angeles,117.7373,12239029.0,Advertising & Marketing,3,70339.24712643678,Low
3030,23570,3030,1294,Crane Worldwide Logistics,crane-worldwide-logistics,Texas,TX,Houston,Houston,117.7127,574742000.0,Logistics & Transportation,2,444159.1962905719,Low
3031,23883,3031,24,Switchplace,switchplace,Texas,TX,Dallas,Dallas,117.6628,16640093.0,Travel & Hospitality,2,693337.2083333334,Low
3032,22271,3032,385,The Parker Companies,the-parker-companies,Georgia,GA,Savannah,Savannah GA,117.6261,265112638.0,Retail,3,688604.2545454545,Low
3033,4393,3033,48,DEB Construction,deb-construction,California,CA,Anaheim,Los Angeles,117.573,36521481.0,Construction,3,760864.1875,Low
3034,1143,3034,267,Achieve3000,achieve3000,New Jersey,NJ,Lakewood,New York City,117.5202,58172363.0,Education,7,217874.01872659175,Low
3035,25876,3035,47,A&I Fire and Water Restoration,ai-fire-and-water-restoration,South Carolina,SC,Myrtle Beach,Myrtle Beach-Conway-North Myrtle Beach SC,117.4972,21548448.0,Construction,1,458477.6170212766,Low
3036,4,3036,45,INE,ine,Washington,WA,Bellevue,Seattle,117.4658,10023000.0,Education,4,222733.33333333334,Low
3037,23619,3037,73,Allied Associates International,allied-associates-international,Virginia,VA,Warrenton,Washington DC,117.4635,14460454.0,Government Services,2,198088.4109589041,Low
3038,2480,3038,105,M33 Integrated Solutions,m33-integrated-solutions,South Carolina,SC,Greenville,Greenville-Mauldin-Easley SC,117.354,38865333.0,Logistics & Transportation,8,370146.02857142856,Low
3039,26324,3039,900,The Woodhouse Day Spa,the-woodhouse-day-spa,Texas,TX,Victoria,Victoria TX,117.3426,37515645.0,Travel & Hospitality,1,41684.05,Low
3040,24153,3040,57,Ticomix,ticomix,Illinois,IL,Loves Park,Rockford IL,117.1672,9163900.0,IT Services,2,160770.1754385965,Low
3041,2992,3041,30,Amotec,amotec,Ohio,OH,Cleveland,Cleveland,117.1687,9123255.0,Human Resources,7,304108.5,Low
3042,25418,3042,110,Harmony Home Health,harmony-home-health,Florida,FL,Largo,Tampa,117.0976,2387748.0,Health,1,21706.8,Low
3043,19389,3043,14,Stellar Development,stellar-development,Florida,FL,Sarasota,Sarasota-Bradenton-Venice FL,117.0077,9990593.0,Construction,4,713613.7857142857,Low
3044,21922,3044,20,Interactive Education Concepts,interactive-education-concepts,California,CA,Encino,Los Angeles,116.9942,3904359.0,Education,2,195217.95,Low
3045,3089,3045,17,Ohio Power Tool,ohio-power-tool,Ohio,OH,Columbus,Columbus OH,116.9348,8280027.0,Consumer Products & Services,6,487060.4117647059,Low
3046,6019,3046,25,Noble,noble,Florida,FL,Orlando,Orlando FL,116.8726,13263204.0,Health,4,530528.16,Low
3047,25585,3047,110,National Tax Search,national-tax-search,Illinois,IL,Chicago,Chicago,116.7673,8778248.0,Real Estate,1,79802.25454545455,Low
3048,26016,3048,44,SmokingPipes.com,smokingpipescom,South Carolina,SC,Little River,Myrtle Beach-Conway-North Myrtle Beach SC,116.7276,9727929.0,Retail,1,221089.29545454544,Low
3049,2122,3049,60,Merrick Systems,merrick-systems,Texas,TX,Houston,Houston,116.6248,18127195.0,Energy,5,302119.9166666667,Low
3050,19803,3050,25,Home Trends & Design,home-trends-design,Texas,TX,Austin,Austin,116.5501,14927877.0,Consumer Products & Services,4,597115.08,Low
3051,26618,3051,34,AvAir,avair,Arizona,AZ,Chandler,Phoenix,116.503,40730169.0,Logistics & Transportation,1,1197946.1470588236,Low
3052,25987,3052,6,D&D Unlimited,dd-unlimited,Florida,FL,Orlando,Orlando FL,116.4663,4050402.0,Advertising & Marketing,1,675067.0,Low
3053,21702,3053,25,BrightWave Marketing,brightwave-marketing,Georgia,GA,Atlanta,Atlanta,116.438,3321330.0,Advertising & Marketing,3,132853.2,Low
3054,22930,3054,33,Lead5 Media,lead5-media,California,CA,Newark,San Francisco,116.4231,33026032.0,Advertising & Marketing,2,1000788.8484848485,Low
3055,19631,3055,56,Recruit Veterans,recruit-veterans,Texas,TX,Cedar Park,Austin,116.3942,4437363.0,Government Services,4,79238.625,Low
3056,23847,3056,123,Signature Systems Group,signature-systems-group,New York,NY,New York,New York City,116.368,79260659.0,Manufacturing,6,644395.6016260163,Low
3057,21967,3057,31,AmeriCommerce,americommerce,Texas,TX,Beaumont,Beaumont-Port Arthur TX,116.3499,3141677.0,Software,3,101344.41935483871,Low
3058,284,3058,140,Anytime Fitness,anytime-fitness,Minnesota,MN,Hastings,Minneapolis,116.3416,798666000.0,Health,6,5704757.142857143,Low
3059,1154,3059,1600,InGenesis,ingenesis,Texas,TX,San Antonio,San Antonio TX,116.3171,111608856.0,Health,7,69755.535,Low
3060,25888,3060,5,Eye5 Mktg & Talent,eye5-mktg-talent,New York,NY,New York,New York City,116.3156,2113987.0,Advertising & Marketing,1,422797.4,Low
3061,22151,3061,29,DiGennaro Communications,digennaro-communications,New York,NY,New York,New York City,116.3071,5013766.0,Advertising & Marketing,4,172888.4827586207,Low
3062,24266,3062,48,Portent,portent,Washington,WA,Seattle,Seattle,116.2141,5494000.0,Advertising & Marketing,2,114458.33333333333,Low
3063,2043,3063,25,Sales Optimizer,sales-optimizer,Florida,FL,Maitland,Orlando FL,116.2005,4162974.0,Business Products & Services,5,166518.96,Low
3064,7965,3064,69,nLogic,nlogic,Alabama,AL,Huntsville,Huntsville AL,116.096,14511681.0,Government Services,5,210314.21739130435,Low
3065,19897,3065,277,PM Pediatrics,pm-pediatrics,New York,NY,Lake Success,New York City,116.0189,18144714.0,Health,4,65504.38267148015,Low
3066,19671,3066,41,ApoCell,apocell,Texas,TX,Houston,Houston,115.9612,9283981.0,Health,4,226438.56097560975,Low
3067,2239,3067,300,OpticsPlanet,opticsplanet,Illinois,IL,Northbrook,Chicago,115.5598,168638930.0,Retail,7,562129.7666666667,Low
3068,3949,3068,57,Dominion Digital,dominion-digital,Virginia,VA,Glen Allen,Richmond VA,115.536,16786111.0,Business Products & Services,3,294493.1754385965,Low
3069,25546,3069,25,PeriShip,periship,Connecticut,CT,Branford,New Haven-Milford CT,115.4856,18149728.0,Logistics & Transportation,1,725989.12,Low
3070,17549,3070,1400,AvePoint,avepoint,New Jersey,NJ,Jersey City,New York City,115.4475,78494000.0,Software,5,56067.142857142855,Low
3071,25619,3071,33,Happy Cog,happy-cog,Pennsylvania,PA,Philadelphia,Philadelphia,115.4224,5326115.0,Business Products & Services,1,161397.42424242425,Low
3072,26552,3072,11,Visual Connections,visual-connections,Maryland,MD,Windsor Mill,Baltimore,115.406,2800773.0,IT Services,1,254615.72727272726,Low
3073,26164,3073,16,Crane USA,crane-usa,Illinois,IL,Bensenville,Chicago,115.346,26556367.0,Manufacturing,1,1659772.9375,Low
3074,17468,3074,110,Soft Tech Consulting,soft-tech-consulting,Virginia,VA,Chantilly,Washington DC,115.2986,14661758.0,IT Services,5,133288.70909090908,Low
3075,22101,3075,28,Spire Investment Partners,spire-investment-partners,Virginia,VA,Reston,Washington DC,115.2608,22777937.0,Financial Services,3,813497.75,Low
3076,23733,3076,31,Environmental Management & Planning Solutions,environmental-management-planning-solutions,Colorado,CO,Boulder,Boulder CO,115.2594,7047088.0,Environmental Services,2,227325.4193548387,Low
3077,22460,3077,18,OMW,omw,California,CA,Novato,San Francisco,115.2206,3001101.0,Manufacturing,3,166727.83333333334,Low
3078,17467,3078,75,SaveOnResorts.com,saveonresortscom,California,CA,Carlsbad,San Diego,115.2001,7396903.0,Travel & Hospitality,3,98625.37333333334,Low
3079,25204,3079,65,PointSource,pointsource,North Carolina,NC,Raleigh,Raleigh-Cary NC,115.1799,6926263.0,Software,1,106557.89230769231,Low
3080,23956,3080,4,Fun and Function,fun-and-function,Pennsylvania,PA,Merion Station,Philadelphia,115.1501,2626015.0,Retail,2,656503.75,Low
3081,20852,3081,45,Broad Street Realty,broad-street-realty,Maryland,MD,Bethesda,Washington DC,115.1274,20432800.0,Real Estate,3,454062.22222222225,Low
3082,22172,3082,92,Netgain,netgain,Minnesota,MN,St. Cloud,St. Cloud MN,115.0355,13226508.0,IT Services,3,143766.39130434784,Low
3083,22519,3083,25,Max Technical Training,max-technical-training,Ohio,OH,Mason,Cincinnati,115.0363,3840239.0,IT Services,3,153609.56,Low
3084,24004,3084,71,Xarisma,xarisma,Alabama,AL,Huntsville,Huntsville AL,115.0066,9592627.0,Business Products & Services,2,135107.42253521126,Low
3085,25795,3085,100,Nammo Composite Solutions,nammo-composite-solutions,Utah,UT,Salt Lake City,Salt Lake City,114.9692,13723744.0,Manufacturing,1,137237.44,Low
3086,19705,3086,15,Nutricity,nutricity,Massachusetts,MA,Walpole,Boston,114.956,9646283.0,Health,4,643085.5333333333,Low
3087,19407,3087,22,Realgy,realgy,Connecticut,CT,West Hartford,Hartford-West Hartford-East Hartford CT,114.9406,32032815.0,Energy,4,1456037.0454545454,Low
3088,22458,3088,116,Richard Brady & Associates,richard-brady-associates,California,CA,San Diego,San Diego,114.9301,42755076.0,Engineering,3,368578.2413793103,Low
3089,24380,3089,30,CentrexIT,centrexit,California,CA,San Diego,San Diego,114.876,3330108.0,IT Services,2,111003.6,Low
3090,19762,3090,37,Mom Central Consulting,mom-central-consulting,Massachusetts,MA,Newton,Boston,114.8354,6377144.0,Advertising & Marketing,4,172355.24324324325,Low
3091,1807,3091,488,Bodybuilding.com,bodybuildingcom,Idaho,ID,Boise,Boise City-Nampa ID,114.8276,420482000.0,Retail,9,861643.4426229508,Low
3092,118,3092,202,Improving Enterprises,improving-enterprises,Texas,TX,Addison,Dallas,114.7202,27475857.0,IT Services,6,136019.09405940594,Low
3093,4038,3093,28,KEEPRS,keeprs,Minnesota,MN,Sauk Rapids,St. Cloud MN,114.7071,9195731.0,Retail,8,328418.96428571426,Low
3094,24978,3094,30,Savantis Group,savantis-group,Pennsylvania,PA,Exton,Philadelphia,114.7142,8303000.0,IT Services,1,276766.6666666667,Low
3095,420,3095,93,BIAS,bias,Georgia,GA,Atlanta,Atlanta,114.5598,50062800.0,IT Services,5,538309.6774193548,Low
3096,20686,3096,507,EDM Americas,edm-americas,North Carolina,NC,Raleigh,Scranton--Wilkes-Barre PA,114.4983,58247000.0,IT Services,4,114885.60157790927,Low
3097,22094,3097,70,Fortus Healthcare Resources,fortus-healthcare-resources,New York,NY,Utica,Utica-Rome NY,114.3177,7435531.0,Health,3,106221.87142857142,Low
3098,25542,3098,450,Reinfro,reinfro,Texas,TX,Brownsville,Brownsville-Harlingen TX,114.0994,8422452.0,Manufacturing,1,18716.56,Low
3099,4821,3099,890,Rapid Global Business Solutions,rapid-global-business-solutions,Michigan,MI,Madison Heights,Detroit,114.0894,74699517.0,Human Resources,5,83932.04157303371,Low
3100,21595,3100,80,Inovex Information Systems,inovex-information-systems,Maryland,MD,Hanover,Baltimore,114.0831,14639000.0,Government Services,3,182987.5,Low
3101,24564,3101,23,ClickSafety,clicksafety,California,CA,Walnut Creek,San Francisco,114.0646,9406000.0,Education,2,408956.52173913043,Low
3102,17976,3102,38,Team Epiphany,team-epiphany,New York,NY,New York,New York City,114.0453,11064000.0,Advertising & Marketing,6,291157.8947368421,Low
3103,25000,3103,41,The Cydio Group,the-cydio-group,California,CA,San Diego,San Diego,114.0324,3809509.0,IT Services,1,92914.85365853658,Low
3104,24126,3104,1000,STS International (Pleasanton CA),sts-international-pleasanton-ca,California,CA,Pleasanton,San Francisco,113.9703,43130000.0,IT Services,2,43130.0,Low
3105,8181,3105,273,Peoplelink,peoplelink,Indiana,IN,South Bend,South Bend-Mishawaka IN-MI,113.9338,227354512.0,Human Resources,3,832800.4102564103,Low
3106,19552,3106,53,Mango Languages,mango-languages,Michigan,MI,Farmington Hills,Detroit,113.9153,8149582.0,Education,4,153765.69811320756,Low
3107,20166,3107,100,Christmas Central,christmas-central,New York,NY,Cheektowaga,Buffalo-Niagara Falls NY,113.8301,21748728.0,Retail,4,217487.28,Low
3108,3738,3108,330,Plasticard - Locktech International,plasticard---locktech-international,North Carolina,NC,Asheville,Asheville NC,113.716,44592034.0,Business Products & Services,5,135127.37575757576,Low
3109,73,3109,67,Adlucent,adlucent,Texas,TX,Austin,Austin,113.6922,11315000.0,Advertising & Marketing,4,168880.59701492538,Low
3110,1025,3110,182,Choicelunch,choicelunch,California,CA,San Ramon,San Francisco,113.6295,17882083.0,Food & Beverage,6,98253.2032967033,Low
3111,24997,3111,61,Open Scan,open-scan,Colorado,CO,Denver,Denver,113.5991,11733000.0,Financial Services,1,192344.26229508198,Low
3112,26278,3112,10,WriterAccess,writeraccess,Massachusetts,MA,Boston,Boston,113.5834,2891735.0,Business Products & Services,1,289173.5,Low
3113,1784,3113,120,ShoppersChoice.com,shopperschoicecom,Louisiana,LA,Baton Rouge,Baton Rouge LA,113.5357,50737118.0,Consumer Products & Services,7,422809.31666666665,Low
3114,23653,3114,46,PeopleFirm,peoplefirm,Washington,WA,Seattle,Seattle,113.544,7862127.0,Human Resources,2,170915.80434782608,Low
3115,24887,3115,22,Innovative,innovative,Maryland,MD,Hagerstown,Hagerstown-Martinsburg MD-WV,113.3026,4474681.0,IT Services,1,203394.5909090909,Low
3116,20137,3116,83,Innovest Systems,innovest-systems,New York,NY,New York,New York City,113.2082,17385000.0,Financial Services,3,209457.8313253012,Low
3117,25058,3117,26,Spearhead Staffing,spearhead-staffing,New Jersey,NJ,Bridgewater,New York City,113.1538,2079202.0,Health,1,79969.30769230769,Low
3118,3754,3118,155,Telular,telular,Illinois,IL,Chicago,Chicago,113.1382,98943000.0,Telecommunications,6,638341.9354838709,Low
3119,2598,3119,200,XIFIN,xifin,California,CA,San Diego,San Diego,113.1431,37744614.0,Software,8,188723.07,Low
3120,471,3120,90,iVision,ivision,Georgia,GA,Atlanta,Atlanta,113.027,34041173.0,IT Services,6,378235.2555555556,Low
3121,20623,3121,1227,Westlake Financial Services,westlake-financial-services,California,CA,Los Angeles,Los Angeles,113.0102,569240000.0,Financial Services,4,463928.2803585982,Low
3122,57,3122,1469,ReSource Pro,resource-pro,New York,NY,New York,New York City,112.943,33583810.0,Insurance,6,22861.681415929204,Low
3123,21918,3123,18,Leonisa USA,leonisa-usa,Georgia,GA,Norcross,Atlanta,112.9326,6229322.0,Retail,3,346073.44444444444,Low
3124,22018,3124,974,Flagger Force,flagger-force,Pennsylvania,PA,Hummelstown,Harrisburg-Carlisle PA,112.8948,39415509.0,Construction,3,40467.66837782341,Low
3125,21094,3125,78,Abbyson Living,abbyson-living,California,CA,Calabasas,Los Angeles,112.8856,33605720.0,Consumer Products & Services,5,430842.5641025641,Low
3126,19974,3126,9,CTG US,ctg-us,Florida,FL,Coral Springs,Miami,112.8087,9495820.0,Logistics & Transportation,4,1055091.111111111,Low
3127,2900,3127,98,Celerant Technology,celerant-technology,New York,NY,Staten Island,New York City,112.7915,21443000.0,Software,7,218806.1224489796,Low
3128,21004,3128,79,Inspira Marketing,inspira-marketing,Connecticut,CT,Norwalk,Bridgeport-Stamford-Norwalk CT,112.7933,15717549.0,Advertising & Marketing,3,198956.31645569621,Low
3129,24490,3129,40,Inspired eLearning,inspired-elearning,Texas,TX,San Antonio,San Antonio TX,112.7676,5566000.0,Business Products & Services,2,139150.0,Low
3130,21521,3130,142,G5 Search Marketing,g5-search-marketing,Oregon,OR,Bend,Prineville OR,112.7547,23600964.0,IT Services,5,166203.97183098592,Low
3131,1605,3131,2363,Total Quality Logistics,total-quality-logistics,Ohio,OH,Cincinnati,Cincinnati,112.7047,1621033577.0,Logistics & Transportation,10,686006.5920440118,Low
3132,19990,3132,37,Aspex Solutions,aspex-solutions,Illinois,IL,Chicago,Chicago,112.7007,5206594.0,Education,4,140718.75675675675,Low
3133,17461,3133,50,GPS Insight,gps-insight,Arizona,AZ,Scottsdale,Phoenix,112.6934,19504937.0,Software,5,390098.74,Low
3134,26073,3134,40,ReGreen,regreen,California,CA,Los Angeles,Los Angeles,112.691,14480000.0,Energy,1,362000.0,Low
3135,23708,3135,16,Akrometrix,akrometrix,Georgia,GA,Atlanta,Atlanta,112.6568,6748611.0,Manufacturing,2,421788.1875,Low
3136,25448,3136,8,1st Oklahoma Construction,1st-oklahoma-construction,Oklahoma,OK,Norman,Oklahoma City OK,112.5947,2937634.0,Construction,1,367204.25,Low
3137,274,3137,199,Smarsh,smarsh,Oregon,OR,Portland,Portland OR,112.4402,31541000.0,Software,7,158497.48743718592,Low
3138,26230,3138,63,Winesburg Builders,winesburg-builders,Ohio,OH,Millersburg,Coshocton OH,112.3928,18625400.0,Construction,1,295641.2698412698,Low
3139,25556,3139,93,Zehnder Communications,zehnder-communications,Louisiana,LA,New Orleans,New Orleans-Metairie-Kenner LA,112.3222,8235618.0,Advertising & Marketing,1,88555.03225806452,Low
3140,25182,3140,6,Burleson Orthodontics,burleson-orthodontics,Missouri,MO,Kansas City,Kansas City MO-KS,112.2859,3651258.0,Health,1,608543.0,Low
3141,25532,3141,20,Alakai Defense Systems,alakai-defense-systems,Florida,FL,Largo,Tampa,112.2701,7951000.0,Government Services,1,397550.0,Low
3142,5492,3142,52,Independent Financial Group,independent-financial-group,California,CA,San Diego,San Diego,112.2228,96604900.0,Financial Services,6,1857786.5384615385,Low
3143,11095,3143,222,Catamount Constructors,catamount-constructors,Colorado,CO,Lakewood,Denver,112.1876,319682168.0,Construction,2,1440009.7657657657,Low
3144,24630,3144,223,Southern Botanical,southern-botanical,Texas,TX,Dallas,Dallas,112.141,23908360.0,Construction,1,107212.37668161435,Low
3145,9398,3145,64,Planit,planit,Maryland,MD,Baltimore,Baltimore,112.1355,11500145.0,Advertising & Marketing,3,179689.765625,Low
3146,1711,3146,79,IMCorp,imcorp,Connecticut,CT,Manchester,Hartford-West Hartford-East Hartford CT,112.1183,15516474.0,Engineering,6,196411.06329113923,Low
3147,21655,3147,113,LDiscovery,ldiscovery,Virginia,VA,McLean,Washington DC,112.1045,36821256.0,Business Products & Services,3,325851.8230088496,Low
3148,22049,3148,58,Solaris,solaris,Wisconsin,WI,West Allis,Milwaukee-Waukesha-West Allis WI,111.7294,5992714.0,Manufacturing,3,103322.6551724138,Low
3149,24160,3149,15,NextLevel Practice,nextlevel-practice,Arizona,AZ,Scottsdale,Phoenix,111.6307,4603555.0,Health,2,306903.6666666667,Low
3150,23576,3150,74,Environmental Service Laboratories,environmental-service-laboratories,Pennsylvania,PA,Indiana,Indiana PA,111.4589,7535741.0,Environmental Services,2,101834.33783783784,Low
3151,25320,3151,251,Somerset Regional Water Resources,somerset-regional-water-resources,Pennsylvania,PA,Somerset,Somerset PA,111.4443,73097031.0,Energy,1,291223.23107569723,Low
3152,24139,3152,100,InterDyn BMI,interdyn-bmi,Minnesota,MN,Roseville,Minneapolis,111.3578,20470000.0,IT Services,2,204700.0,Low
3153,1759,3153,51,Dodge Communications,dodge-communications,Georgia,GA,Alpharetta,Atlanta,111.2918,7363645.0,Advertising & Marketing,6,144385.19607843139,Low
3154,21622,3154,83,Healthcare Data Solutions,healthcare-data-solutions,California,CA,Irvine,Los Angeles,111.2323,11830000.0,Health,3,142530.1204819277,Low
3155,1493,3155,28,FoodGuys,foodguys,Oregon,OR,Wilsonville,Portland OR,111.2154,46305343.0,Food & Beverage,5,1653762.25,Low
3156,22263,3156,15,Proforma Promotionally Yours,proforma-promotionally-yours,Kansas,KS,Kansas City,Kansas City MO-KS,111.1437,4320000.0,Advertising & Marketing,4,288000.0,Low
3157,20254,3157,95,DC Dental,dc-dental,Maryland,MD,Baltimore,Baltimore,111.1321,43341525.0,Health,4,456226.5789473684,Low
3158,25950,3158,270,Testengeer,testengeer,Texas,TX,Port Lavaca,Victoria TX,111.0849,28038631.0,Engineering,1,103846.78148148148,Low
3159,17473,3159,140,TRIS3CT,tris3ct,Illinois,IL,Chicago,Chicago,111.0827,21484000.0,Advertising & Marketing,4,153457.14285714287,Low
3160,21983,3160,188,Credera,credera,Texas,TX,Addison,Dallas,110.9992,31124950.0,IT Services,3,165558.24468085106,Low
3161,21489,3161,110,Solstice Benefits,solstice-benefits,Florida,FL,Plantation,Miami,110.9795,25984168.0,Insurance,3,236219.70909090908,Low
3162,26503,3162,55,Thinkgate,thinkgate,North Carolina,NC,Charlotte,Charlotte,110.8946,12246331.0,Education,1,222660.56363636363,Low
3163,25629,3163,82,South Beach Tanning Company,south-beach-tanning-company,Florida,FL,Longwood,Orlando FL,110.7851,5418059.0,Consumer Products & Services,1,66073.89024390244,Low
3164,25033,3164,15,Sullivan Commercial Supply,sullivan-commercial-supply,Indiana,IN,Indianapolis,Indianapolis IN,110.7715,7782118.0,Business Products & Services,1,518807.86666666664,Low
3165,21900,3165,18,Smith Monitoring,smith-monitoring,Texas,TX,Plano,Dallas,110.7706,7350227.0,Security,3,408345.94444444444,Low
3166,26249,3166,16,Development Group,development-group,California,CA,Redding,Redding CA,110.7632,9528054.0,IT Services,1,595503.375,Low
3167,24846,3167,25,DZone,dzone,North Carolina,NC,Cary,Raleigh-Cary NC,110.7186,2859230.0,Software,1,114369.2,Low
3168,3033,3168,88,Mahaffey Fabric Structures,mahaffey-fabric-structures,Tennessee,TN,Memphis,Memphis TN-MS-AR,110.5666,32611994.0,Construction,3,370590.8409090909,Low
3169,18471,3169,27,inoLECT,inolect,Louisiana,LA,Baton Rouge,Baton Rouge LA,110.5225,10445096.0,Engineering,4,386855.4074074074,Low
